Fecha,Hora,Bosque,"Transecto (1,2,3)",Planta,Polinizador,sexo,capturado?,Codigo_frasco,Observaciones,Ronda,Codigo_Final,Latitude,Longitude
07/05/22,13:45:00,4,2,Taraxacum officinale,?=39,,no,,,3,,,
07/05/22,13:46:00,4,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
07/05/22,13:47:00,4,2,Taraxacum officinale,,,si,40,Posible 40=11,3,,,
07/05/22,14:00:00,4,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
07/05/22,15:41:00,4,3,Taraxacum officinale,?=13,,no,,Viento,3,,,
07/05/22,15:44:00,4,3,Scilla verna,?=21,,no,,,3,,,
07/05/22,15:48:00,4,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
07/05/22,15:59:00,4,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
07/05/22,16:01:00,4,3,Bellis perennis,?=38,,no,,,3,,,
07/05/22,16:16:00,4,3,Potentilla erecta,?=6,,no,,,3,,,
07/05/22,16:23:00,4,3,Bellis perennis,?=6,,no,,,3,,,
07/05/22,16:23:00,4,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
07/05/22,16:24:00,4,3,Bellis perennis,?=6,,no,,,3,,,
09/05/22,11:10:00,5,1,Scilla verna, mariposa pequeña gris con puntos,,no,,"Sol, calor 20º , no hay viento.",3,,,
09/05/22,11:23:00,5,1,Scilla verna,?=1,,no,,,3,,,
09/05/22,11:30:00,5,1,Scilla verna,,,si,41,,3,,,
09/05/22,11:32:00,5,1,Scilla verna,?=41,,no,,,3,,,
09/05/22,11:41:00,5,1,Scilla verna,?=41,,no,,,3,,,
09/05/22,11:44:00,5,1,Scilla verna,,,si,44,,3,,,
09/05/22,11:52:00,5,1,Scilla verna,Apis mellifera,,no,,,3,,,
09/05/22,11:57:00,5,1,Pedicularis sylvatica,,,si,42,Curro: Anthopera sp. hembra,3,,,
09/05/22,13:23:00,5,2,Pedicularis sylvatica,,,si,43,Bombus lapidarius,3,,,
09/05/22,13:26:00,5,2,Scilla verna,?=45,,si,,,3,,,
09/05/22,13:31:00,5,2,Scilla verna,?=1,,no,,,3,,,
09/05/22,13:38:00,5,2,Scilla verna,?=41,,no,,,3,,,
09/05/22,13:39:00,5,2,Scilla verna,?=44,,no,,,3,,,
09/05/22,13:42:00,5,2,Scilla verna,?=1,,no,,,3,,,
09/05/22,13:49:00,5,2,Potentilla erecta,,,si,44,Posible 44=13,3,,,
09/05/22,14:04:00,5,2,Scilla verna,Apis mellifera,,no,,,3,,,
09/05/22,14:11:00,5,2,Scilla verna,,,si,45,,3,,,
09/05/22,14:14:00,5,2,Potentilla erecta,?=44,,no,,,3,,,
09/05/22,15:37:00,5,3,Potentilla erecta,?=44,,no,,,3,,,
09/05/22,15:40:00,5,3,Scilla verna,,,no,,mariposa pequeña gris con puntos,3,,,
09/05/22,15:45:00,5,3,Scilla verna,?=1,,no,,,3,,,
09/05/22,15:51:00,5,3,Scilla verna,?=1,,no,,,3,,,
09/05/22,15:51:00,5,3,Scilla verna,?=1,,no,,,3,,,
09/05/22,15:51:00,5,3,Scilla verna,?=1,,no,,,3,,,
09/05/22,15:58:00,5,3,Scilla verna,?=41,,no,,,3,,,
09/05/22,16:01:00,5,3,Scilla verna,Apis mellifera,,no,,,3,,,
09/05/22,16:11:00,5,3,Pedicularis sylvatica,,,si,46,,3,,,
09/05/22,16:14:00,5,3,Potentilla erecta,?=44,,no,,,3,,,
09/05/22,16:16:00,5,3,Scilla verna,Eristalis sp.,,no,,,3,,,
09/05/22,16:23:00,5,3,Scilla verna,Apis mellifera,,no,,,3,,,
09/05/22,16:30:00,5,3,Scilla verna,Apis mellifera,,no,,,3,,,
10/05/22,10:50:00,2,1,Helleborus viridis,?=11,,no,,"Sol, calor 20º, no hay viento",3,,,
10/05/22,10:55:00,2,1,Taraxacum officinale,?=30,,no,,,3,,,
10/05/22,10:56:00,2,1,Bellis perennis,?=30,,no,,,3,,,
10/05/22,11:00:00,2,1,Bellis perennis,?=30,,no,,,3,,,
10/05/22,11:10:00,2,1,Taraxacum officinale,?=30,,no,,,3,,,
10/05/22,11:12:00,2,1,Taraxacum officinale,Sphaerophoria scripta,hembra,no,,,3,,,
10/05/22,11:16:00,2,1,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,11:19:00,2,1,Taraxacum officinale,?=13,,no,,,3,,,
10/05/22,11:23:00,2,1,Bellis perennis,?=30,,no,,,3,,,
10/05/22,11:25:00,2,1,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,11:26:00,2,1,Taraxacum officinale,?=30,,no,,,3,,,
10/05/22,11:28:00,2,1,Taraxacum officinale,?=30,,no,,,3,,,
10/05/22,11:28:00,2,1,Bellis perennis,?=13,,no,,,3,,,
10/05/22,11:29:00,2,1,Taraxacum officinale,?=11,,no,,,3,,,
10/05/22,11:30:00,2,1,Taraxacum officinale,?=30,,no,,,3,,,
10/05/22,11:30:00,2,1,Taraxacum officinale,?=11,,no,,,3,,,
10/05/22,11:31:00,2,1,Taraxacum officinale,?=11,,no,,,3,,,
10/05/22,11:32:00,2,1,Viola riviniana,?=13,,no,,,3,,,
10/05/22,11:33:00,2,1,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,11:35:00,2,1,Taraxacum officinale,,,si,47,,3,,,
10/05/22,11:37:00,2,1,Taraxacum officinale,Sphaerophoria scripta,,no,,,3,,,
10/05/22,11:42:00,2,1,Taraxacum officinale,?=30,,no,,,3,,,
10/05/22,11:43:00,2,1,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:10:00,2,2,Bellis perennis,?=13,,no,,,3,,,
10/05/22,13:12:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:17:00,2,2,Viola riviniana,,,no,,,3,,,
10/05/22,13:18:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:25:00,2,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,13:32:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:32:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:33:00,2,2,Taraxacum officinale,,,si,49,,3,,,
10/05/22,13:34:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:42:00,2,2,Taraxacum officinale,?=49,,no,,,3,,,
10/05/22,13:44:00,2,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,13:44:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:45:00,2,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,13:45:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:45:00,2,2,Bellis perennis,?=52,,no,,,3,,,
10/05/22,13:46:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:47:00,2,2,Bellis perennis,?=30,,si,30,,3,,,
10/05/22,13:48:00,2,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,13:49:00,2,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,13:51:00,2,2,Taraxacum officinale,?=11,,no,,,3,,,
10/05/22,13:51:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,13:56:00,2,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,13:58:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,14:00:00,2,2,Taraxacum officinale,?=30,,si,31,,3,,,
10/05/22,14:01:00,2,2,Taraxacum officinale,Eristalis sp.,,no,,,3,,,
10/05/22,14:02:00,2,2,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,14:02:00,2,2,Taraxacum officinale,?=11,,no,,,3,,,
10/05/22,14:03:00,2,2,Taraxacum officinale,?=30,,no,,,3,,,
10/05/22,14:03:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,14:04:00,2,2,Bellis perennis,?=30,,no,,,3,,,
10/05/22,14:05:00,2,2,Taraxacum officinale,?=49,,no,,,3,,,
10/05/22,14:06:00,2,2,Taraxacum officinale,Eristalis sp.,,no,,,3,,,
10/05/22,15:40:00,2,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,15:42:00,2,3,Taraxacum officinale,?=13,,no,,,3,,,
10/05/22,15:43:00,2,3,Taraxacum officinale,?=11,,no,,,3,,,
10/05/22,15:46:00,2,3,Taraxacum officinale,,,si,50,,3,,,
10/05/22,15:47:00,2,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,15:49:00,2,3,Taraxacum officinale,?=49,,no,,,3,,,
10/05/22,15:54:00,2,3,Taraxacum officinale,,,si,51,,3,,,
10/05/22,15:57:00,2,3,Bellis perennis,,,si,52,,3,,,
10/05/22,15:58:00,2,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,16:00:00,2,3,Bellis perennis,?=30,,no,,,3,,,
10/05/22,16:02:00,2,3,Cardamine pratensis,Anthocharis cardamines,,no,,,3,,,
10/05/22,16:02:00,2,3,Bellis perennis,?=30,,no,,,3,,,
10/05/22,16:03:00,2,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,16:09:00,2,3,Taraxacum officinale,Apis mellifera,,no,,,3,,,
10/05/22,16:12:00,2,3,Bellis perennis,?=30,,no,,,3,,,
10/05/22,16:12:00,2,3,Taraxacum officinale,?=49,,no,,,3,,,
10/05/22,16:14:00,2,3,Viola riviniana,Bombus pascuorum,,no,,,3,,,
10/05/22,16:16:00,2,3,Taraxacum officinale,?=13,,no,,,3,,,
10/05/22,16:16:00,2,3,Taraxacum officinale,?=49,,no,,,3,,,
10/05/22,16:19:00,2,3,Bellis perennis,?=30,,no,,,3,,,
10/05/22,16:19:00,2,3,Taraxacum officinale,?=49,,no,,,3,,,
10/05/22,16:22:00,2,3,Taraxacum officinale,Bombus pascuorum,,no,,,3,,,
10/05/22,16:22:00,2,3,Taraxacum officinale,?=30,,no,,,3,,,
11/05/22,10:45:00,1,1,Taraxacum officinale,Pararge aegeria,,no,,,4,,,
11/05/22,10:49:00,1,1,Taraxacum officinale,Sphaerophoria scripta,macho,,,,4,,,
11/05/22,10:51:00,1,1,Taraxacum officinale,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,10:53:00,1,1,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,10:54:00,1,1,Taraxacum officinale,?=13,,,,,4,,,
11/05/22,10:56:00,1,1,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,10:56:00,1,1,Taraxacum officinale,Sphaerophoria scripta,macho,,,,4,,,
11/05/22,10:58:00,1,1,Taraxacum officinale,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:02:00,1,1,Taraxacum officinale,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:05:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:06:00,1,1,Pinguicula grandiflora,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:07:00,1,1,Taraxacum officinale,?=6,,,,,4,,,
11/05/22,11:12:00,1,1,Taraxacum officinale,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:13:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:20:00,1,1,Taraxacum officinale,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:23:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,4,,,
11/05/22,11:26:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:28:00,1,1,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,11:30:00,1,1,Taraxacum officinale,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:30:00,1,1,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,11:31:00,1,1,Taraxacum officinale,?=13,,,,,4,,,
11/05/22,11:39:00,1,1,Taraxacum officinale,,,si,53,,4,,,
11/05/22,11:40:00,1,1,Bellis perennis,?=52,,,,,4,,,
11/05/22,11:42:00,1,1,Taraxacum officinale,?=6,,,,,4,,,
11/05/22,11:42:00,1,1,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,11:43:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:44:00,1,1,Taraxacum officinale,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:44:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,11:45:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,4,,,
11/05/22,11:46:00,1,1,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,11:46:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,4,,,
11/05/22,13:23:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,13:25:00,1,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,13:30:00,1,2,Hutchinsia alpina,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,13:35:00,1,2,Scilla verna,Apis mellifera,,,,,4,,,
11/05/22,13:38:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,4,,,
11/05/22,13:40:00,1,2,Bellis perennis,?=34,,,,,4,,,
11/05/22,13:42:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,4,,,
11/05/22,13:48:00,1,2,Erysimum gorbeanum,Bombus terrestris reina,,,,,4,,,
11/05/22,13:53:00,1,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,13:57:00,1,2,Bellis perennis,Pararge aegeria,,,,,4,,,
11/05/22,14:02:00,1,2,Helleborus viridis,,,si,54,,4,,,
11/05/22,14:03:00,1,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,14:05:00,1,2,Helleborus viridis,Bombus pascuorum,,,,,4,,,
11/05/22,14:09:00,1,2,Helleborus viridis,Bombus pascuorum,,,,,4,,,
11/05/22,14:10:00,1,2,Helleborus viridis,Bombus pratorum,,,,,4,,,
11/05/22,14:11:00,1,2,Taraxacum officinale,Pararge aegeria,,,,,4,,,
11/05/22,14:13:00,1,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,14:15:00,1,2,Taraxacum officinale,?=54,,,,,4,,,
11/05/22,14:17:00,1,2,Scilla verna,?=54,,,,,4,,,
11/05/22,15:42:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,4,,,
11/05/22,15:45:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,4,,,
11/05/22,15:48:00,1,3,Bellis perennis,?=1,,,,,4,,,
11/05/22,15:53:00,1,3,Taraxacum officinale,Bombus pascuorum,,,,,4,,,
11/05/22,15:54:00,1,3,Helleborus viridis,Bombus pascuorum,,,,,4,,,
11/05/22,15:56:00,1,3,Helleborus viridis,Bombus pascuorum,,,,,4,,,
11/05/22,15:58:00,1,3,Helleborus viridis,Bombus pascuorum,,,,,4,,,
11/05/22,16:10:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,4,,,
11/05/22,16:13:00,1,3,Bellis perennis,?=6,,,,,4,,,
11/05/22,16:16:00,1,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
11/05/22,16:23:00,1,3,Taraxacum officinale,Apis mellifera,,,,,4,,,
11/05/22,16:38:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,"Niebla, empezamos transecto mas tarde",3,,,
12/05/22,11:05:00,3,1,Vicia pyrenaica,Bombus pascuorum,,,,,3,,,
12/05/22,11:10:00,3,1,Lathyrus linifolius,Bombus pascuorum,,,,,3,,,
12/05/22,11:52:00,3,1,Vicia pyrenaica,Bombus pascuorum,,,,,3,,,
12/05/22,13:15:00,3,2,Potentilla montana,?=13,,,,,3,,,
12/05/22,13:15:00,3,2,Potentilla montana,?=13,,,,,3,,,
12/05/22,13:18:00,3,2,Potentilla montana,Sphaerophoria scripta,macho,,,,3,,,
12/05/22,13:32:00,3,2,Hippocrepis comosa,,,si,55,,3,,,
12/05/22,13:38:00,3,2,Pilosella officinarum,Sphaerophoria scripta,macho,,,,3,,,
12/05/22,13:42:00,3,2,Ranunculus sp.,?=13,,,,,3,,,
12/05/22,13:46:00,3,2,Potentilla montana,Sphaerophoria scripta,macho,,,,3,,,
12/05/22,13:52:00,3,2,Lathyrus linifolius,,,si,56,,3,,,
12/05/22,13:56:00,3,2,Bellis perennis,?=6,,,,,3,,,
12/05/22,14:03:00,3,2,Potentilla montana,?=13,,,,,3,,,
12/05/22,14:14:00,3,2,Ranunculus sp.,?=10,,,,,3,,,
12/05/22,16:03:00,3,3,Vicia pyrenaica,Bombus pascuorum,,,,Enfria y empieza viento,3,,,
12/05/22,16:06:00,3,3,Vicia pyrenaica,Bombus pascuorum,,,,,3,,,
13/05/22,10:30:00,4,1,,,,,,"Niebla, no se hace T1",4,,,
13/05/22,13:03:00,4,2,Potentilla erecta,?=6,,,,,4,,,
13/05/22,13:20:00,4,2,Ranunculus sp.,Sphaerophoria scripta,macho,,,,4,,,
13/05/22,13:24:00,4,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,4,,,
13/05/22,13:25:00,4,2,Taraxacum officinale,,,si,57,,4,,,
13/05/22,13:39:00,4,2,Potentilla erecta,?=34,,,,,4,,,
13/05/22,13:42:00,4,2,Potentilla erecta,?=34,,,,,4,,,
13/05/22,13:46:00,4,2,Potentilla erecta,?=57,,,,,4,,,
13/05/22,13:55:00,4,2,Potentilla erecta,?=34,,,,,4,,,
13/05/22,13:57:00,4,2,Potentilla erecta,?=6,,,,,4,,,
13/05/22,14:01:00,4,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
13/05/22,14:03:00,4,2,Pedicularis sylvatica,?=56,,,,,4,,,
13/05/22,14:05:00,4,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
13/05/22,14:05:00,4,2,Lathyrus linifolius,?=56,,,,,4,,,
13/05/22,15:53:00,4,3,Bellis perennis,?=35,,,,,4,,,
13/05/22,15:55:00,4,3,Ranunculus sp.,?=10,,,,,4,,,
13/05/22,16:00:00,4,3,Taraxacum officinale,Apis mellifera,,,,,4,,,
13/05/22,16:05:00,4,3,Taraxacum officinale,?=57,,,,,4,,,
13/05/22,16:08:00,4,3,Taraxacum officinale,Apis mellifera,,,,,4,,,
13/05/22,16:10:00,4,3,Taraxacum officinale,?=10,,,,,4,,,
13/05/22,16:12:00,4,3,Ranunculus sp.,?=6,,,,,4,,,
13/05/22,16:19:00,4,3,Potentilla erecta,?=10,,,,,4,,,
13/05/22,16:23:00,4,3,Potentilla erecta,?=34,,,,,4,,,
13/05/22,16:26:00,4,3,Taraxacum officinale,?=11,,,,,4,,,
13/05/22,16:37:00,4,3,Taraxacum officinale,Apis mellifera,,,,,4,,,
16/05/22,11:05:00,5,1,Ranunculus sp.,,,si,58,"Sol, buena Tª, brisita",4,,,
16/05/22,11:13:00,5,1,Daboecia cantabrica,,,si,59,,4,,,
16/05/22,11:22:00,5,1,Scorzonera humilis,Sphaerophoria scripta,hembra,,,,4,,,
16/05/22,11:24:00,5,1,Pedicularis sylvatica,Bombus pascuorum,,,,,4,,,
16/05/22,11:31:00,5,1,Scilla verna,Sphaerophoria scripta,macho,,,,4,,,
16/05/22,11:35:00,5,1,Scilla verna,Sphaerophoria scripta,macho,,,,4,,,
16/05/22,11:44:00,5,1,Scilla verna,,,si,60,,4,,,
16/05/22,13:20:00,5,2,Potentilla erecta,,,si,61,,4,,,
16/05/22,13:22:00,5,2,Ranunculus sp.,?=58,,,,,4,,,
16/05/22,13:22:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,4,,,
16/05/22,13:28:00,5,2,Pedicularis sylvatica,?=56,,,,,4,,,
16/05/22,13:32:00,5,2,Potentilla erecta,?=61,,,,,4,,,
16/05/22,13:44:00,5,2,Potentilla erecta,?=58,,,,,4,,,
16/05/22,13:50:00,5,2,Pedicularis sylvatica,Bombus lapidarius,,,,,4,,,
16/05/22,13:51:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,4,,,
16/05/22,13:52:00,5,2,Scorzonera humilis,,,si,62,,4,,,
16/05/22,13:54:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,4,,,
16/05/22,14:01:00,5,2,Scilla verna,?=83,,,,,4,,,
16/05/22,14:11:00,5,2,Potentilla erecta,?=60,,,,,4,,,
16/05/22,14:17:00,5,2,Pedicularis sylvatica,Bombus lapidarius,,,,,4,,,
16/05/22,15:54:00,5,3,Pedicularis sylvatica,,,si,63,,4,,,
16/05/22,16:03:00,5,3,Potentilla erecta,Sphaerophoria scripta,hembra,,,,4,,,
16/05/22,16:10:00,5,3,Scilla verna,Sphaerophoria scripta,,,,,4,,,
16/05/22,16:25:00,5,3,Potentilla erecta,,,si,64,,4,,,
16/05/22,16:28:00,5,3,Potentilla erecta,Sphaerophoria scripta,macho,,,,4,,,
16/05/22,16:30:00,5,3,Potentilla erecta,?=61,,,,,4,,,
16/05/22,16:36:00,5,3,Potentilla erecta,?=61,,,,,4,,,
16/05/22,16:37:00,5,3,Potentilla erecta,?=10,,,,,4,,,
16/05/22,16:42:00,5,3,Potentilla erecta,Sphaerophoria scripta,,,,,4,,,
16/05/22,16:45:00,5,3,Scilla verna,?=11,,,,,4,,,
16/05/22,16:47:00,5,3,Potentilla erecta,Apis mellifera,,,,,4,,,
16/05/22,16:50:00,5,3,Potentilla erecta,Sphaerophoria scripta,,,,,4,,,
16/05/22,16:52:00,5,3,Pedicularis sylvatica,Bombus lapidarius,,,,,4,,,
17/05/22,10:30:00,2,1,,,,,,"Primero vamos Pt1, demasiado viento y vamos al 2",4,,,
17/05/22,13:05:00,2,2,Cardamine pratensis,Anthocharis cardamines,,,,,4,,,
17/05/22,13:06:00,2,2,Taraxacum officinale,Sphaerophoria scripta,macho,,,,4,,,
17/05/22,13:07:00,2,2,Bellis perennis,?=30,,,,,4,,,
17/05/22,13:08:00,2,2,Bellis perennis,?=1,,,,,4,,,
17/05/22,13:10:00,2,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
17/05/22,13:14:00,2,2,Taraxacum officinale,?=10,,,,,4,,,
17/05/22,13:23:00,2,2,Taraxacum officinale,?=10,,,,,4,,,
17/05/22,13:25:00,2,2,Taraxacum officinale,?=11,,,,,4,,,
17/05/22,13:26:00,2,2,Taraxacum officinale,Apis mellifera,,,,,4,,,
17/05/22,13:28:00,2,2,Myosotis lamottiana,?=10,,,,,4,,,
17/05/22,13:30:00,2,2,Ranunculus sp.,?=10,,,,,4,,,
17/05/22,13:31:00,2,2,Ranunculus sp.,,,si,65,,4,,,
17/05/22,13:36:00,2,2,Bellis perennis,?=10,,,,,4,,,
17/05/22,13:39:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,4,,,
17/05/22,13:42:00,2,2,Cardamine pratensis,Pieris sp. Argazkia,,,,,4,,,
17/05/22,13:47:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,4,,,
17/05/22,13:50:00,2,2,Taraxacum officinale,?=10,,,,,4,,,
17/05/22,13:52:00,2,2,Bellis perennis,?=52,,,,,4,,,
17/05/22,13:53:00,2,2,Cardamine pratensis,Pieris sp. Argazkia,,,,,4,,,
