"","Site","Year","Periodo","Planta","Bosque","fruit_set"
"350","Doñana","2021","6","Cistus crispus","Villamanrique Sur",0.8
"351","Doñana","2021","6","Cistus crispus","Villamanrique Sur",0.8
"352","Doñana","2021","6","Cistus crispus","Villamanrique Sur",1
"353","Doñana","2021","6","Cistus crispus","Villamanrique Sur",1
"354","Doñana","2021","6","Cistus crispus","Villamanrique Sur",1
"355","Doñana","2021","6","Cistus crispus","Villamanrique Sur",0.8
"356","Doñana","2021","6","Cistus crispus","Villamanrique Sur",0.8
"357","Doñana","2021","6","Cistus crispus","Villamanrique Sur",0.8
"358","Doñana","2021","6","Cistus crispus","Villamanrique Sur",1
"359","Doñana","2021","6","Cistus salviifolius","Villamanrique Sur",1
"360","Doñana","2021","6","Cistus salviifolius","Villamanrique Sur",0
"361","Doñana","2021","6","Cistus salviifolius","Villamanrique Sur",0.5
"362","Doñana","2021","6","Cistus salviifolius","Villamanrique Sur",0.933333333333333
"363","Doñana","2021","6","Cistus salviifolius","Villamanrique Sur",0.6
"364","Doñana","2021","6","Cistus salviifolius","Villamanrique Sur",1
"365","Doñana","2021","6","Halimiun halimifolium","Villamanrique Sur",0.4
"366","Doñana","2021","6","Halimiun halimifolium","Villamanrique Sur",0.4
"367","Doñana","2021","6","Halimiun halimifolium","Villamanrique Sur",0
"368","Doñana","2021","7","Cistus crispus","Villamanrique Sur",0.8
"369","Doñana","2021","7","Cistus crispus","Villamanrique Sur",0.8
"370","Doñana","2021","7","Cistus crispus","Villamanrique Sur",1
"371","Doñana","2021","7","Cistus crispus","Villamanrique Sur",1
"372","Doñana","2021","7","Cistus crispus","Villamanrique Sur",1
"373","Doñana","2021","7","Cistus crispus","Villamanrique Sur",0.8
"374","Doñana","2021","7","Cistus crispus","Villamanrique Sur",0.8
"375","Doñana","2021","7","Cistus crispus","Villamanrique Sur",0.6
"376","Doñana","2021","7","Cistus crispus","Villamanrique Sur",0.2
"377","Doñana","2021","7","Cistus crispus","Villamanrique Sur",1
"378","Doñana","2021","7","Halimiun halimifolium","Villamanrique Sur",0.1
"379","Doñana","2021","7","Halimiun halimifolium","Villamanrique Sur",0.1
"380","Doñana","2021","7","Halimiun halimifolium","Villamanrique Sur",0
"381","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0
"382","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0
"383","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0.5
"384","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0.2
"385","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0
"386","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0
"387","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0.8
"388","Doñana","2021","8","Cistus crispus","Villamanrique Sur",1
"389","Doñana","2021","8","Cistus crispus","Villamanrique Sur",0
"390","Doñana","2021","8","Halimiun halimifolium","Villamanrique Sur",0
"391","Doñana","2021","8","Halimiun halimifolium","Villamanrique Sur",0
"392","Doñana","2021","8","Halimiun halimifolium","Villamanrique Sur",0
"393","Doñana","2021","9","Cistus crispus","Villamanrique Sur",0
"394","Doñana","2021","9","Cistus crispus","Villamanrique Sur",0.5
"395","Doñana","2021","9","Cistus crispus","Villamanrique Sur",1
"396","Doñana","2021","9","Halimiun halimifolium","Villamanrique Sur",0
"397","Doñana","2021","9","Halimiun halimifolium","Villamanrique Sur",0
"398","Gorbea","2021","4","Vicia pyrenaica","1",1
"399","Gorbea","2021","4","Vicia pyrenaica","1",1
"400","Gorbea","2021","4","Vicia pyrenaica","1",1
"401","Gorbea","2021","4","Vicia pyrenaica","1",1
"402","Gorbea","2021","4","Vicia pyrenaica","1",1
"403","Gorbea","2021","4","Vicia pyrenaica","1",1
"404","Gorbea","2021","4","Vicia pyrenaica","1",1
"405","Gorbea","2021","4","Vicia pyrenaica","1",1
"406","Gorbea","2021","4","Vicia pyrenaica","1",1
"407","Gorbea","2021","4","Vicia pyrenaica","1",1
"408","Gorbea","2021","6","Vicia pyrenaica","1",1
"409","Gorbea","2021","6","Vicia pyrenaica","1",1
"410","Gorbea","2021","6","Vicia pyrenaica","1",1
"411","Gorbea","2021","6","Vicia pyrenaica","1",0.666666666666667
"412","Gorbea","2021","6","Vicia pyrenaica","1",0.666666666666667
"413","Gorbea","2021","6","Vicia pyrenaica","1",1
"414","Gorbea","2021","6","Vicia pyrenaica","1",1
"415","Gorbea","2021","6","Vicia pyrenaica","1",1
"416","Gorbea","2021","4","Vicia pyrenaica","1",1
"417","Gorbea","2021","4","Vicia pyrenaica","1",1
"418","Gorbea","2021","4","Vicia pyrenaica","1",1
"419","Gorbea","2021","6","Vicia pyrenaica","1",1
"420","Gorbea","2021","6","Vicia pyrenaica","1",1
"421","Gorbea","2021","6","Vicia pyrenaica","1",1
"422","Gorbea","2021","2","Primula elatior","1",0.75
"423","Gorbea","2021","2","Primula elatior","1",0.75
"424","Gorbea","2021","2","Primula elatior","1",0.75
"425","Gorbea","2021","2","Primula elatior","1",0.75
"426","Gorbea","2021","2","Primula elatior","1",0.75
"427","Gorbea","2021","2","Primula elatior","1",0.75
"428","Gorbea","2021","2","Primula elatior","1",1
"429","Gorbea","2021","2","Primula elatior","1",1
"430","Gorbea","2021","2","Primula elatior","1",1
"431","Gorbea","2021","2","Primula elatior","1",0
"432","Gorbea","2021","2","Primula elatior","1",0.833333333333333
"433","Gorbea","2021","2","Primula elatior","1",0.833333333333333
"434","Gorbea","2021","2","Primula elatior","1",0.833333333333333
"435","Gorbea","2021","2","Primula elatior","1",0.833333333333333
"436","Gorbea","2021","2","Primula elatior","1",0.833333333333333
"437","Gorbea","2021","2","Primula elatior","1",0
"438","Gorbea","2021","2","Primula veris","1",1
"439","Gorbea","2021","2","Primula veris","1",1
"440","Gorbea","2021","2","Primula veris","1",1
"441","Gorbea","2021","2","Primula veris","1",1
"442","Gorbea","2021","2","Primula veris","1",1
"443","Gorbea","2021","2","Primula veris","1",1
"444","Gorbea","2021","2","Primula veris","1",1
"445","Gorbea","2021","2","Primula veris","1",1
"446","Gorbea","2021","2","Primula veris","1",1
"447","Gorbea","2021","2","Primula veris","1",1
"448","Gorbea","2021","2","Primula veris","1",1
"449","Gorbea","2021","2","Primula veris","1",1
"450","Gorbea","2021","2","Primula veris","1",1
"451","Gorbea","2021","2","Viola riviniana","1",1
"452","Gorbea","2021","2","Viola riviniana","1",1
"453","Gorbea","2021","2","Viola riviniana","1",1
"454","Gorbea","2021","3","Hutchinsia alpina","1",0.96
"455","Gorbea","2021","4","Helleborus viridis","1",0.8
"456","Gorbea","2021","4","Helleborus viridis","1",0.8
"457","Gorbea","2021","4","Helleborus viridis","1",0.8
"458","Gorbea","2021","4","Helleborus viridis","1",0.8
"459","Gorbea","2021","4","Helleborus viridis","1",1
"460","Gorbea","2021","4","Helleborus viridis","1",1
"461","Gorbea","2021","4","Helleborus viridis","1",1
"462","Gorbea","2021","4","Helleborus viridis","1",1
"463","Gorbea","2021","4","Helleborus viridis","1",1
"464","Gorbea","2021","4","Helleborus viridis","1",0.8
"465","Gorbea","2021","4","Helleborus viridis","1",0.8
"466","Gorbea","2021","4","Helleborus viridis","1",0.8
"467","Gorbea","2021","4","Helleborus viridis","1",0.8
"468","Gorbea","2021","4","Helleborus viridis","1",0.4
"469","Gorbea","2021","4","Helleborus viridis","1",0.4
"470","Gorbea","2021","4","Helleborus viridis","1",0.6
"471","Gorbea","2021","4","Helleborus viridis","1",0.6
"472","Gorbea","2021","4","Helleborus viridis","1",0.6
"473","Gorbea","2021","2","Helleborus viridis","1",1
"474","Gorbea","2021","2","Helleborus viridis","1",0.6
"475","Gorbea","2021","2","Helleborus viridis","1",0.8
"476","Gorbea","2021","2","Helleborus viridis","1",0.8
"477","Gorbea","2021","2","Helleborus viridis","1",1
"478","Gorbea","2021","2","Helleborus viridis","1",1
"479","Gorbea","2021","2","Helleborus viridis","1",1
"480","Gorbea","2021","2","Helleborus viridis","1",1
"481","Gorbea","2021","2","Helleborus viridis","1",1
"482","Gorbea","2021","2","Helleborus viridis","1",1
"483","Gorbea","2021","2","Helleborus viridis","1",1
"484","Gorbea","2021","2","Helleborus viridis","1",1
"485","Gorbea","2021","2","Helleborus viridis","1",1
"486","Gorbea","2021","2","Helleborus viridis","1",1
"487","Gorbea","2021","2","Helleborus viridis","1",0.6
"488","Gorbea","2021","2","Helleborus viridis","1",0.6
"489","Gorbea","2021","2","Helleborus viridis","1",0.6
"490","Gorbea","2021","2","Helleborus viridis","1",0.8
"491","Gorbea","2021","2","Helleborus viridis","1",0.8
"492","Gorbea","2021","2","Helleborus viridis","1",0.8
"493","Gorbea","2021","2","Helleborus viridis","1",0.8
"494","Gorbea","2021","2","Helleborus viridis","1",0.8
"495","Gorbea","2021","2","Helleborus viridis","1",0.8
"496","Gorbea","2021","2","Helleborus viridis","1",0.8
"497","Gorbea","2021","2","Helleborus viridis","1",0.8
"498","Gorbea","2021","2","Helleborus viridis","1",1
"499","Gorbea","2021","2","Helleborus viridis","1",1
"500","Gorbea","2021","2","Helleborus viridis","1",1
"501","Gorbea","2021","2","Helleborus viridis","1",1
"502","Gorbea","2021","2","Helleborus viridis","1",1
"503","Gorbea","2021","2","Helleborus viridis","1",0.4
"504","Gorbea","2021","2","Helleborus viridis","1",0.4
"505","Gorbea","2021","5","Cardamine pratensis","1",0.833333333333333
"506","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"507","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"508","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"509","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"510","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"511","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"512","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"513","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"514","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"515","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"516","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"517","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"518","Gorbea","2021","3","Erysimum gorbeanum","1",0.722222222222222
"519","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"520","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"521","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"522","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"523","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"524","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"525","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"526","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"527","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"528","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"529","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"530","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"531","Gorbea","2021","3","Erysimum gorbeanum","1",0.8125
"532","Gorbea","2021","5","Erysimum gorbeanum","1",0.666666666666667
"533","Gorbea","2021","5","Erysimum gorbeanum","1",0.666666666666667
"534","Gorbea","2021","5","Erysimum gorbeanum","1",0.666666666666667
"535","Gorbea","2021","5","Erysimum gorbeanum","1",0.666666666666667
"536","Gorbea","2021","5","Erysimum gorbeanum","1",0.666666666666667
"537","Gorbea","2021","5","Erysimum gorbeanum","1",0.666666666666667
"538","Gorbea","2021","5","Erysimum gorbeanum","1",0.875
"539","Gorbea","2021","5","Erysimum gorbeanum","1",0.875
"540","Gorbea","2021","5","Erysimum gorbeanum","1",0.875
"541","Gorbea","2021","5","Erysimum gorbeanum","1",0.875
"542","Gorbea","2021","5","Erysimum gorbeanum","1",0.875
"543","Gorbea","2021","5","Erysimum gorbeanum","1",0.875
"544","Gorbea","2021","5","Erysimum gorbeanum","1",0.875
"545","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"546","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"547","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"548","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"549","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"550","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"551","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"552","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"553","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"554","Gorbea","2021","6","Erysimum gorbeanum","1",0.526315789473684
"555","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"556","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"557","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"558","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"559","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"560","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"561","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"562","Gorbea","2021","6","Erysimum gorbeanum","1",0.615384615384615
"563","Gorbea","2021","4","Scilla verna","1",1
"564","Gorbea","2021","4","Scilla verna","1",1
"565","Gorbea","2021","4","Scilla verna","1",1
"566","Gorbea","2021","4","Scilla verna","1",1
"567","Gorbea","2021","4","Scilla verna","1",1
"568","Gorbea","2021","4","Scilla verna","1",1
"569","Gorbea","2021","4","Scilla verna","1",1
"570","Gorbea","2021","4","Scilla verna","1",1
"571","Gorbea","2021","4","Scilla verna","1",0.8
"572","Gorbea","2021","4","Scilla verna","1",0.8
"573","Gorbea","2021","4","Scilla verna","1",0.8
"574","Gorbea","2021","4","Scilla verna","1",0.8
"575","Gorbea","2021","4","Scilla verna","1",0.333333333333333
"576","Gorbea","2021","4","Scilla verna","1",0.333333333333333
"577","Gorbea","2021","4","Scilla verna","1",1
"578","Gorbea","2021","4","Scilla verna","1",1
"579","Gorbea","2021","4","Scilla verna","1",1
"580","Gorbea","2021","4","Scilla verna","1",1
"581","Gorbea","2021","4","Scilla verna","1",0.75
"582","Gorbea","2021","2","Ranunculus ficaria","1",1
"583","Gorbea","2021","2","Oxalis acetosella","1",1
"584","Gorbea","2021","2","Oxalis acetosella","1",0
"585","Gorbea","2021","2","Oxalis acetosella","1",1
"586","Gorbea","2021","2","Oxalis acetosella","1",1
"587","Gorbea","2021","2","Oxalis acetosella","1",1
"588","Gorbea","2021","4","Scilla verna","5",1
"589","Gorbea","2021","4","Scilla verna","5",1
"590","Gorbea","2021","4","Scilla verna","5",1
"591","Gorbea","2021","4","Scilla verna","5",1
"592","Gorbea","2021","4","Scilla verna","5",0.5
"593","Gorbea","2021","4","Scilla verna","5",0.5
"594","Gorbea","2021","4","Scilla verna","5",0.75
"595","Gorbea","2021","4","Scilla verna","5",0.75
"596","Gorbea","2021","4","Scilla verna","5",0.75
"597","Gorbea","2021","4","Scilla verna","5",0.333333333333333
"598","Gorbea","2021","4","Scilla verna","5",1
"599","Gorbea","2021","4","Scilla verna","5",1
"600","Gorbea","2021","4","Scilla verna","5",1
"601","Gorbea","2021","4","Scilla verna","5",1
"602","Gorbea","2021","4","Scilla verna","5",1
"603","Gorbea","2021","4","Scilla verna","5",1
"604","Gorbea","2021","4","Scilla verna","5",1
"605","Gorbea","2021","4","Scilla verna","5",1
"606","Gorbea","2021","4","Scilla verna","5",0.666666666666667
"607","Gorbea","2021","4","Scilla verna","5",0.666666666666667
"608","Gorbea","2021","4","Scilla verna","5",0.666666666666667
"609","Gorbea","2021","4","Scilla verna","5",0.666666666666667
"610","Gorbea","2021","1","Scilla verna","5",1
"611","Gorbea","2021","1","Scilla verna","5",1
"612","Gorbea","2021","1","Scilla verna","5",1
"613","Gorbea","2021","1","Scilla verna","5",0.75
"614","Gorbea","2021","1","Scilla verna","5",0.75
"615","Gorbea","2021","1","Scilla verna","5",0.75
"616","Gorbea","2021","1","Scilla verna","5",1
"617","Gorbea","2021","1","Scilla verna","5",1
"618","Gorbea","2021","1","Scilla verna","5",0.166666666666667
"619","Gorbea","2021","1","Pedicularis sylvatica","5",1
"620","Gorbea","2021","1","Pedicularis sylvatica","5",1
"621","Gorbea","2021","1","Pedicularis sylvatica","5",1
"622","Gorbea","2021","1","Pedicularis sylvatica","5",1
"623","Gorbea","2021","1","Pedicularis sylvatica","5",1
"624","Gorbea","2021","1","Pedicularis sylvatica","5",0.5
"625","Gorbea","2021","1","Pedicularis sylvatica","5",1
"626","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"627","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"628","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"629","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"630","Gorbea","2021","1","Scilla verna","4",0.5
"631","Gorbea","2021","1","Scilla verna","4",0.8
"632","Gorbea","2021","1","Scilla verna","4",0.8
"633","Gorbea","2021","1","Scilla verna","4",0.8
"634","Gorbea","2021","1","Scilla verna","4",0.8
"635","Gorbea","2021","1","Scilla verna","4",0.142857142857143
"636","Gorbea","2021","1","Scilla verna","4",0.8
"637","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"638","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"639","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"640","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"641","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"642","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"643","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"644","Gorbea","2021","1","Scilla verna","4",0.666666666666667
"645","Gorbea","2021","1","Scilla verna","4",0.6
"646","Gorbea","2021","1","Scilla verna","4",0.6
"647","Gorbea","2021","1","Scilla verna","4",0.6
"648","Gorbea","2021","2","Scilla verna","4",0.75
"649","Gorbea","2021","2","Scilla verna","4",0.75
"650","Gorbea","2021","2","Scilla verna","4",0.75
"651","Gorbea","2021","2","Scilla verna","4",1
"652","Gorbea","2021","2","Scilla verna","4",1
"653","Gorbea","2021","2","Scilla verna","4",1
"654","Gorbea","2021","2","Scilla verna","4",1
"655","Gorbea","2021","2","Scilla verna","4",1
"656","Gorbea","2021","2","Scilla verna","4",0.5
"657","Gorbea","2021","2","Scilla verna","4",0.5
"658","Gorbea","2021","2","Scilla verna","4",1
"659","Gorbea","2021","2","Scilla verna","4",1
"660","Gorbea","2021","2","Scilla verna","4",1
"661","Gorbea","2021","2","Scilla verna","4",1
"662","Gorbea","2021","2","Scilla verna","4",0.6
"663","Gorbea","2021","2","Scilla verna","4",0.6
"664","Gorbea","2021","2","Scilla verna","4",0.6
"665","Gorbea","2021","2","Scilla verna","4",1
"666","Gorbea","2021","2","Scilla verna","4",1
"667","Gorbea","2021","2","Scilla verna","4",0
"668","Gorbea","2021","2","Scilla verna","4",0
"669","Gorbea","2021","2","Scilla verna","4",0.833333333333333
"670","Gorbea","2021","2","Scilla verna","4",0.166666666666667
"671","Gorbea","2021","2","Scilla verna","4",0
"672","Gorbea","2021","2","Scilla verna","4",0
"673","Gorbea","2021","2","Scilla verna","4",0
"674","Gorbea","2021","2","Scilla verna","3",1
"675","Gorbea","2021","2","Scilla verna","3",0.8
"676","Gorbea","2021","2","Scilla verna","3",0.8
"677","Gorbea","2021","2","Scilla verna","3",0.2
"678","Gorbea","2021","2","Scilla verna","3",1
"679","Gorbea","2021","2","Scilla verna","3",1
"680","Gorbea","2021","2","Scilla verna","3",1
"681","Gorbea","2021","2","Scilla verna","3",0.363636363636364
"682","Gorbea","2021","2","Scilla verna","3",0.75
"683","Gorbea","2021","2","Scilla verna","3",1
"684","Gorbea","2021","2","Lathyrus linifolius","3",1
"685","Gorbea","2021","2","Lathyrus linifolius","3",1
"686","Gorbea","2021","2","Lathyrus linifolius","3",0.5
"687","Gorbea","2021","2","Lathyrus linifolius","3",0.2
"688","Gorbea","2021","2","Lathyrus linifolius","3",0.5
"689","Gorbea","2021","2","Lathyrus linifolius","3",0.5
"690","Gorbea","2021","2","Lathyrus linifolius","3",0.5
"691","Gorbea","2021","3","Lathyrus linifolius","3",1
"692","Gorbea","2021","3","Lathyrus linifolius","3",0.5
"693","Gorbea","2021","3","Lathyrus linifolius","3",1
"694","Gorbea","2021","3","Lathyrus linifolius","3",1
"695","Gorbea","2021","3","Lathyrus linifolius","3",0.5
"696","Gorbea","2021","5","Lathyrus linifolius","3",0.333333333333333
"697","Gorbea","2021","5","Helianthemum nummularium","3",0.333333333333333
"698","Gorbea","2021","5","Helianthemum nummularium","3",0.333333333333333
"699","Gorbea","2021","5","Helianthemum nummularium","3",0.555555555555556
"700","Gorbea","2021","5","Helianthemum nummularium","3",0.555555555555556
"701","Gorbea","2021","5","Helianthemum nummularium","3",0.555555555555556
"702","Gorbea","2021","5","Helianthemum nummularium","3",0.555555555555556
"703","Gorbea","2021","5","Helianthemum nummularium","3",0.555555555555556
"704","Gorbea","2021","6","Helianthemum nummularium","3",1
"705","Gorbea","2021","6","Helianthemum nummularium","3",1
"706","Gorbea","2021","6","Helianthemum nummularium","3",1
"707","Gorbea","2021","6","Helianthemum nummularium","3",1
"708","Gorbea","2021","6","Helianthemum nummularium","3",0.5
"709","Gorbea","2021","6","Helianthemum nummularium","3",0.5
"710","Gorbea","2021","6","Helianthemum nummularium","3",1
"711","Gorbea","2021","6","Helianthemum nummularium","3",1
"712","Gorbea","2021","6","Helianthemum nummularium","3",0.5
"713","Gorbea","2021","6","Helianthemum nummularium","3",0.5
"714","Gorbea","2021","6","Helianthemum nummularium","3",0.333333333333333
"715","Gorbea","2021","6","Helianthemum nummularium","3",0.333333333333333
"716","Gorbea","2021","3","Hippocrepis comosa","3",0.571428571428571
"717","Gorbea","2021","3","Hippocrepis comosa","3",0.5
"718","Gorbea","2021","3","Hippocrepis comosa","3",0.444444444444444
"719","Gorbea","2021","3","Hippocrepis comosa","3",0.4
"720","Gorbea","2021","3","Hippocrepis comosa","3",0.285714285714286
"721","Gorbea","2021","3","Hippocrepis comosa","3",0.428571428571429
"722","Gorbea","2021","3","Hippocrepis comosa","3",0.571428571428571
"723","Gorbea","2021","3","Hippocrepis comosa","3",0.571428571428571
"724","Gorbea","2021","3","Hippocrepis comosa","3",0.571428571428571
"725","Gorbea","2021","3","Hippocrepis comosa","3",0.571428571428571
"726","Gorbea","2021","3","Hippocrepis comosa","3",0.666666666666667
"727","Gorbea","2021","3","Hippocrepis comosa","3",0.666666666666667
"728","Gorbea","2021","3","Hippocrepis comosa","3",0.666666666666667
"729","Gorbea","2021","3","Hippocrepis comosa","3",0.666666666666667
"730","Gorbea","2021","3","Hippocrepis comosa","3",0.833333333333333
"731","Gorbea","2021","3","Hippocrepis comosa","3",0.833333333333333
"732","Gorbea","2021","3","Hippocrepis comosa","3",0.833333333333333
"733","Gorbea","2021","3","Hippocrepis comosa","3",0.833333333333333
"734","Gorbea","2021","3","Hippocrepis comosa","3",0.833333333333333
"735","Gorbea","2021","5","Hippocrepis comosa","3",0.428571428571429
"736","Gorbea","2021","5","Hippocrepis comosa","3",0.428571428571429
"737","Gorbea","2021","5","Hippocrepis comosa","3",0.428571428571429
"738","Gorbea","2021","5","Hippocrepis comosa","3",0.666666666666667
"739","Gorbea","2021","5","Hippocrepis comosa","3",0.666666666666667
"740","Gorbea","2021","5","Hippocrepis comosa","3",0.666666666666667
"741","Gorbea","2021","5","Hippocrepis comosa","3",0.666666666666667
"742","Gorbea","2021","5","Hippocrepis comosa","3",0.5
"743","Gorbea","2021","5","Hippocrepis comosa","3",0.5
"744","Gorbea","2021","5","Hippocrepis comosa","3",0.5
"745","Gorbea","2021","5","Hippocrepis comosa","3",0.833333333333333
"746","Gorbea","2021","5","Hippocrepis comosa","3",0.833333333333333
"747","Gorbea","2021","5","Hippocrepis comosa","3",0.833333333333333
"748","Gorbea","2021","5","Hippocrepis comosa","3",0.833333333333333
"749","Gorbea","2021","5","Hippocrepis comosa","3",0.833333333333333
"750","Gorbea","2021","5","Hippocrepis comosa","3",0.5
"751","Gorbea","2021","5","Hippocrepis comosa","3",0.5
"752","Gorbea","2021","5","Hippocrepis comosa","3",0.5
"753","Gorbea","2021","6","Hippocrepis comosa","3",0.428571428571429
"754","Gorbea","2021","6","Hippocrepis comosa","3",0.428571428571429
"755","Gorbea","2021","6","Hippocrepis comosa","3",0.428571428571429
"756","Gorbea","2021","6","Hippocrepis comosa","3",0.5
"757","Gorbea","2021","6","Hippocrepis comosa","3",0.5
"758","Gorbea","2021","6","Hippocrepis comosa","3",0.5
"759","Gorbea","2021","6","Hippocrepis comosa","3",0.166666666666667
"760","Gorbea","2021","6","Hippocrepis comosa","3",0.428571428571429
"761","Gorbea","2021","6","Hippocrepis comosa","3",0.428571428571429
"762","Gorbea","2021","6","Hippocrepis comosa","3",0.428571428571429
"763","Gorbea","2021","6","Hippocrepis comosa","3",0.285714285714286
"764","Gorbea","2021","6","Hippocrepis comosa","3",0.285714285714286
"765","Gorbea","2021","3","Pedicularis sylvatica","3",1
"766","Gorbea","2021","3","Pedicularis sylvatica","3",1
"767","Gorbea","2021","3","Pedicularis sylvatica","3",1
